variant,trial_id,replicate_id,com_scale,payload_mass,payload_pos_x,payload_pos_y,payload_pos_z,true_com_x,true_com_y,true_com_z,measurement_seed,torque_seed,force_seed,position_rms,position_rms_x,position_rms_y,position_rms_z,velocity_rms,attitude_rms,attitude_rms_x,attitude_rms_y,attitude_rms_z,peak_attitude,angular_acc_command_rms,mean_dob_norm,final_com_error,final_com_error_x,final_com_error_y,final_com_error_z,moce_convergence_time,max_motor_utilization,max_servo_angle,saturation_time,terminal_altitude_m,terminal_tilt_rad,terminal_airborne,numerical_success,flight_success,success,failure_reason,runtime_s,motor_1_max_utilization,motor_2_max_utilization,motor_3_max_utilization,motor_4_max_utilization,motor_1_saturation_fraction,motor_2_saturation_fraction,motor_3_saturation_fraction,motor_4_saturation_fraction,servo_1_max_abs_angle_rad,servo_2_max_abs_angle_rad,servo_3_max_abs_angle_rad,servo_4_max_abs_angle_rad,servo_1_max_abs_rate_rad_s,servo_2_max_abs_rate_rad_s,servo_3_max_abs_rate_rad_s,servo_4_max_abs_rate_rad_s,servo_1_angle_contact_fraction,servo_2_angle_contact_fraction,servo_3_angle_contact_fraction,servo_4_angle_contact_fraction,motor_saturation_fraction,servo_angle_contact_fraction,servo_rate_limit_contact_fraction,servo_rate_limit_implemented,max_servo_rate_rad_s,allocation_a1_condition_max,allocation_a1_min_singular_min,allocation_a1_max_singular_max,allocation_a2_condition_max,allocation_a2_min_singular_min,allocation_a2_max_singular_max,allocation_rank_min,allocation_force_residual_max_n,allocation_torque_residual_max_nm,realized_force_residual_max_n,realized_torque_residual_max_nm,loss_event_time_s
servo_limit_relaxed,0,0,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7000,7001,7002,0.08571751986879819,0.0486323110612908,0.06756652094285676,0.02042441629457658,0.16775383756658072,0.01742622579685895,0.010092000721619062,0.009532385212633708,0.01053368402392603,0.0372500978147283,4.630987005119508,2.0615033279996813,0.008136330247178481,0.000650815468099003,-2.3704079618068474e-05,0.008110224857193787,nan,0.4316158806386516,0.46724206436294474,0,0.7947962580089333,0.011332358500300573,True,True,True,True,normal_completion,6.357007380000141,0.48183043014929017,0.35026094160604565,0.22051311821181188,0.32811095979413646,0.0,0.0,0.0,0.0,0.2675817486173893,0.6326270235948783,0.9556707228642969,0.5611578196349185,1.9266635841378135,3.0508745503197976,11.14543319907387,3.175076418337722,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,11.14543319907387,1.4202023790641374,0.8183016206580247,1.1654616714851207,inf,0.0,1.0722708505224157,3,3.8003436128422194,1.4441706456252172,47.09973699854308,4.780383909728659,nan
servo_limit_relaxed,1,1,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7003,7004,7005,0.07748539720145435,0.04832313820353617,0.056711697128745,0.02127544364770307,0.15621648166808497,0.014042844432112832,0.008850202206783014,0.006611330943669634,0.008669815672599477,0.03514116009026368,4.08179101492859,1.5630024479874352,0.0004859006982754621,-0.00045517051631720207,7.301378366842554e-05,0.00015358475528037818,nan,0.4288672867215346,0.3557658076801171,0,0.7879926559897078,0.009566100117686717,True,True,True,True,normal_completion,6.622194881999803,0.45201172374872706,0.33610891769471984,0.2216983683367706,0.3212098334679025,0.0,0.0,0.0,0.0,0.19702835395252075,0.630656161973201,0.8191911604524008,0.568468943454358,1.2366166572992405,3.105048034073522,9.580112512408485,3.147175060777231,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,9.580112512408485,1.5249030444262164,0.7841923921577775,1.1958173662172722,1.1530553824147756,0.9311646893923974,1.0736844570184865,4,1.7872498845139901,0.7542612646377477,46.96757682529356,4.738394390960552,nan
servo_limit_relaxed,2,2,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7006,7007,7008,0.07317716014117237,0.04845851429866519,0.05060670351161902,0.021109967266197627,0.1474154669928837,0.017674348626134043,0.009351170515717551,0.006888335602108271,0.013322501340845436,0.035727270208368384,4.2422890010004135,1.2522332122229376,0.007125042040963531,0.00028356934010762,0.0006090575742557988,0.007093296933449941,nan,0.4306490350251355,0.38266370707931474,0,0.7875149736743731,0.008741779128446326,True,True,True,True,normal_completion,7.0483395010001,0.4731979971530091,0.32895563728143445,0.22809450061503647,0.3232022123830422,0.0,0.0,0.0,0.0,0.20012347307757536,0.672887922412081,0.946459536017017,0.5976855675353715,1.4320597933252828,2.898933670537237,8.554793438616185,2.6899281027840947,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,8.554793438616185,1.4578447225452147,0.8070527980611537,1.176557662468802,inf,0.0,1.0710853906483668,3,2.91787899434028,2.0851646588157546,47.01180364130385,4.8266558144549565,nan
servo_limit_relaxed,3,3,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7009,7010,7011,0.07255852334887834,0.04402421960446329,0.05369770436510097,0.02105145944360937,0.14472929531530396,0.01755881465490896,0.009624032118530633,0.00909132961684323,0.01153419714001996,0.035483143178636586,4.4341246737593885,1.7357126871265516,0.013473904976278168,-0.0008632553036082638,0.00019134038524539626,0.013444861265462724,nan,0.4236398193096744,0.40757352263244945,0,0.7816959594452044,0.01141315940762129,True,True,True,True,normal_completion,6.364613171999736,0.4620124070181678,0.3371795202577046,0.2241117212823269,0.32625366778584164,0.0,0.0,0.0,0.0,0.24187427266569328,0.6076905255483014,0.8680854895473232,0.5323677452201228,1.4129302193396798,3.1122422839973733,9.277833956502004,3.05113259490124,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,9.277833956502004,1.3917004211868964,0.8294171885767613,1.154325306042664,inf,0.0,1.0714417651321648,3,3.252199958669432,0.689975664180806,46.791909046266454,4.705053921200184,nan
servo_limit_relaxed,4,4,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7012,7013,7014,0.07684870515444177,0.05241053555467339,0.05248141242201336,0.020113691778914748,0.15733972636816768,0.01441020663588963,0.008555150319960153,0.0056167741970820926,0.01014471812870699,0.03036945994650079,3.899187860787588,1.3796548802278459,0.004853502310752336,-0.0004606666312375607,0.00023571021278022408,0.004825837920085341,nan,0.42145945338659707,0.46996610260725347,0,0.8016849108320996,0.0030296918856769326,True,True,True,True,normal_completion,6.125947704999817,0.4473552341660208,0.3280263497054877,0.22267009168069404,0.31682025090876853,0.0,0.0,0.0,0.0,0.2084469209601473,0.7384156961740231,0.7919761746233543,0.6134373085889022,1.5940271193788056,2.8436433990932315,8.726897359759176,2.5783099217005137,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,8.726897359759176,1.4176849646951917,0.8202764870939703,1.1628936426461112,inf,0.0,1.0713733739642382,3,4.645212575643711,1.378537075867272,47.10007933283031,4.816655955631395,nan
servo_limit_relaxed,5,0,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7000,7001,7002,0.08568496277744478,0.04861296148778878,0.06753836903227835,0.0204269804429986,0.167714979527867,0.017733677482564665,0.010219204674311828,0.009644294309912364,0.010818445366314716,0.0381724675862978,4.662155185964429,2.0677236786852142,0.00821013614975711,0.000646724297888604,-2.5828183495640866e-05,0.008184584056933272,nan,0.4351505806320659,0.4795065346009323,0,0.7948050843197453,0.011562944303117053,True,True,True,True,normal_completion,6.220970207999926,0.4839718537293563,0.3493470044476946,0.21989169437637263,0.3299273900277058,0.0,0.0,0.0,0.0,0.272307850455569,0.6463573607654107,0.9477358301656434,0.5716602086031886,1.7900873842093894,3.012675090487,11.175107751564607,3.161395303834454,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,11.175107751564607,1.4281953112144419,0.8152918398130912,1.164561524195131,inf,0.0,1.0735274780571888,3,3.439838198087415,2.530012411799705,47.099728856311614,4.884371063589203,nan
servo_limit_relaxed,6,1,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7003,7004,7005,0.07747065284620831,0.04829516583562093,0.05671525311296388,0.021275786087946037,0.156254252124937,0.01419560078996276,0.00896017980686985,0.00665748950916253,0.008769725939386304,0.035901314586640656,4.098197570162698,1.5678487593995418,0.0005113616004646938,-0.00045267602156686543,7.336895198324644e-05,0.00022625671882418874,nan,0.4315504664099327,0.36167386417475683,0,0.7879941198295228,0.009750384156167156,True,True,True,True,normal_completion,6.143879786999605,0.45432923084031707,0.3333676134936035,0.22105640247249803,0.3234233141695417,0.0,0.0,0.0,0.0,0.1968392868334157,0.6487953405309815,0.859377137134781,0.5834576100429038,1.181692209125879,3.08662814349177,9.828082501539482,3.1466738653769903,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,9.828082501539482,1.534906393157727,0.7808223734044057,1.1984892528590123,inf,0.0,1.074930892722502,3,2.1543291098997766,1.2475264511773836,46.967568655010794,4.698128058646934,nan
servo_limit_relaxed,7,2,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7006,7007,7008,0.07310693966550878,0.04840251592863383,0.05055944769182274,0.021108371044032046,0.14734927229967204,0.018029264049184607,0.00943287323940719,0.007027509491749433,0.01366343203400478,0.037237658892034904,4.267165278643977,1.2632620840466569,0.007206203639861409,0.0002806410778610907,0.0006110973949959228,0.007174759331043654,nan,0.43379774371956936,0.388295073179861,0,0.7875176011375934,0.008787540398434726,True,True,True,True,normal_completion,6.606305491000057,0.47458223180779785,0.33981141237344487,0.2568638297672854,0.3412202000369948,0.0,0.0,0.0,0.0,0.49060623203363407,0.7517948255795637,0.9786551599635968,0.628489193735679,1.7990328586682824,2.9210556065922266,11.669566471613624,2.6829815239527286,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,11.669566471613624,1.4662953868441673,0.8041075462818914,1.183442636797861,inf,0.0,1.0722778497430265,3,5.839510251449805,1.7825331153551256,47.011795482035225,5.197325587198786,nan
servo_limit_relaxed,8,3,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7009,7010,7011,0.07252280728068924,0.043984452508112434,0.053681887243367844,0.021051852541378282,0.14470434848095545,0.01786744121635703,0.00967281757514681,0.009173381662914913,0.011896685447821244,0.0361843739469366,4.450297322234925,1.7432457511733292,0.013580307078629667,-0.0008647183942058073,0.00018680524918263108,0.013551461406338394,nan,0.42418700701463247,0.416376981989669,0,0.7816905041873992,0.011378550780889132,True,True,True,True,normal_completion,8.858136511999874,0.47097165994461937,0.34588674473528647,0.22239022272829112,0.3386079931895996,0.0,0.0,0.0,0.0,0.24833673868595846,0.6269801561173727,0.9000640161533224,0.551642419852657,1.8782413122130377,3.1438724980992823,11.066550365115793,3.0609000412802874,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,11.066550365115793,1.3990084199223856,0.8267281214404558,1.156628161201657,inf,0.0,1.0727180842744253,3,3.365247210761034,1.7327597472335796,46.79190087584875,4.7225625703519,nan
servo_limit_relaxed,9,4,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7012,7013,7014,0.07683489462251065,0.05240347458373734,0.052467813291524903,0.020114806775348174,0.15734596623686786,0.014578398602822843,0.008623804141436405,0.005683639728667586,0.010288631949275054,0.031108035342932206,3.9149809980285384,1.3852066959016924,0.004931778446489397,-0.00045962534493071416,0.0002330340141259435,0.004904781171042705,nan,0.42347747122382473,0.4794561044431719,0,0.8017028760736011,0.003058192604656877,True,True,True,True,normal_completion,6.85073555200006,0.48499823487598653,0.3715694180139036,0.2220306917175595,0.3231971802708967,0.0,0.0,0.0,0.0,0.21156129451060038,0.963797110690469,0.8173065683991972,0.7725807523751275,1.5408433393104517,3.223117347904297,8.768486030682624,2.717149146602401,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,8.768486030682624,1.4358531334595235,0.8177594889222619,1.1756689556824338,inf,0.0,1.072572016959137,3,4.692799868120765,1.3159511207251298,47.10007114691146,4.993230990976649,nan
